Order Status,order date (DateOrders),shipping date (DateOrders),Days for shipment (scheduled),Order Profit Per Order,Order Region
COMPLETE,6/10/2015 9:14,6/12/2015 9:14,1,5.570000172,Southern Europe
PROCESSING,1/30/2017 11:11,2/1/2017 11:11,4,18.21999931,Central America
PENDING_PAYMENT,8/13/2017 12:51,8/18/2017 12:51,4,13.46000004,Western Europe
COMPLETE,3/29/2017 17:46,4/2/2017 17:46,4,62.38999939,South America
SUSPECTED_FRAUD,1/15/2015 7:41,1/18/2015 7:41,2,2.160000086,South America
CLOSED,4/29/2016 15:26,5/1/2016 15:26,4,15.14999962,West of USA 
PENDING_PAYMENT,9/18/2016 12:47,9/20/2016 12:47,2,-61.13000107,West Africa
PENDING_PAYMENT,10/28/2015 3:05,10/30/2015 3:05,4,79.68000031,Southeast Asia
PENDING_PAYMENT,2/22/2015 4:07,2/28/2015 4:07,4,40.47999954,South America
PENDING_PAYMENT,9/5/2015 2:37,9/10/2015 2:37,4,81.11000061,Northern Europe
COMPLETE,11/26/2016 20:34,12/2/2016 20:34,4,38.52000046,East Africa
COMPLETE,11/21/2016 22:51,11/26/2016 22:51,4,3.559999943,West Asia
PAYMENT_REVIEW,1/14/2016 5:25,1/16/2016 5:25,4,65.98999786,Southeast Asia
PENDING,6/3/2017 4:22,6/5/2017 4:22,4,-109.2600021,Caribbean
CANCELED,7/18/2016 17:25,7/21/2016 17:25,2,40.95000076,South of  USA 
PAYMENT_REVIEW,12/2/2015 23:10,12/4/2015 23:10,1,116.9899979,Southeast Asia
PENDING,11/11/2016 20:25,11/14/2016 20:25,2,42.63999939,Eastern Europe
CLOSED,1/7/2015 0:20,1/11/2015 0:20,4,60.09000015,South America
PENDING_PAYMENT,8/1/2016 3:23,8/3/2016 3:23,4,-6.789999962,US Center 
PENDING_PAYMENT,5/12/2015 4:11,5/15/2015 4:11,4,15.11999989,Central America
PROCESSING,1/27/2015 13:37,1/28/2015 1:37,0,120.5299988,Central America
ON_HOLD,7/14/2016 19:53,7/16/2016 19:53,1,120.0500031,East of USA
COMPLETE,12/13/2015 0:55,12/15/2015 0:55,4,5.21999979,Oceania
PENDING_PAYMENT,7/4/2016 4:08,7/10/2016 4:08,4,-55.09999847,East of USA
COMPLETE,9/11/2016 5:36,9/13/2016 5:36,4,49.13999939,North Africa
PENDING,3/15/2015 21:05,3/18/2015 21:05,4,14.88000011,Central America
COMPLETE,5/21/2016 16:27,5/23/2016 16:27,4,53.29999924,West of USA 
PENDING_PAYMENT,7/20/2017 11:50,7/23/2017 11:50,2,35.63999939,Western Europe
COMPLETE,7/9/2015 16:43,7/11/2015 16:43,4,45.0,Southern Europe
SUSPECTED_FRAUD,5/16/2017 6:50,5/22/2017 6:50,4,99.83999634,Central America
CLOSED,3/1/2016 16:23,3/4/2016 16:23,4,39.47000122,Oceania
COMPLETE,1/29/2015 6:37,2/2/2015 6:37,4,-395.9299927,South America
PENDING_PAYMENT,10/27/2016 16:24,10/31/2016 16:24,4,36.38000107,West Africa
CLOSED,3/22/2015 8:59,3/25/2015 8:59,4,-48.75,Caribbean
CLOSED,3/10/2015 4:27,3/13/2015 4:27,4,10.14000034,South America
COMPLETE,9/30/2015 10:28,10/5/2015 10:28,4,-666.3699951,Western Europe
PENDING_PAYMENT,8/4/2017 20:02,8/6/2017 20:02,1,-321.5299988,Southern Europe
CLOSED,4/18/2017 19:29,4/22/2017 19:29,4,18.18000031,Central America
PENDING_PAYMENT,12/15/2015 22:17,12/20/2015 22:17,2,71.40000153,Oceania
SUSPECTED_FRAUD,2/6/2017 8:12,2/8/2017 8:12,1,135.7899933,South America
PENDING,11/27/2015 3:23,11/30/2015 3:23,4,-90.16000366,Eastern Asia
PENDING_PAYMENT,11/15/2016 13:24,11/17/2016 13:24,4,34.84999847,Central Asia
COMPLETE,11/23/2015 0:56,11/25/2015 0:56,4,48.0,Eastern Asia
COMPLETE,8/4/2015 22:38,8/6/2015 22:38,1,4.0,Northern Europe
SUSPECTED_FRAUD,7/11/2016 13:03,7/13/2016 13:03,1,27.30999947,US Center 
COMPLETE,9/22/2015 2:47,9/27/2015 2:47,4,28.5,Western Europe
ON_HOLD,4/29/2015 22:15,5/3/2015 22:15,4,100.3799973,Caribbean
CLOSED,9/6/2016 8:15,9/8/2016 8:15,2,38.75,East Africa
COMPLETE,5/9/2015 9:16,5/9/2015 21:16,0,117.6200027,Central America
COMPLETE,4/7/2017 23:32,4/9/2017 23:32,4,27.29999924,South America
PENDING_PAYMENT,9/16/2017 14:12,9/17/2017 2:12,0,111.9899979,Southern Europe
COMPLETE,11/5/2016 14:28,11/10/2016 14:28,2,21.98999977,North Africa
COMPLETE,7/4/2016 12:11,7/8/2016 12:11,4,-29.53000069,East of USA
SUSPECTED_FRAUD,6/30/2017 9:03,7/2/2017 9:03,1,61.09999847,Western Europe
PENDING,3/29/2017 7:36,4/3/2017 7:36,4,11.03999996,Caribbean
PENDING_PAYMENT,6/14/2015 8:52,6/16/2015 8:52,4,7.559999943,Southern Europe
PROCESSING,5/7/2017 23:30,5/9/2017 23:30,2,13.39000034,Central America
CLOSED,10/26/2015 17:06,10/31/2015 17:06,4,204.2299957,Southeast Asia
PENDING_PAYMENT,12/13/2016 1:06,12/18/2016 1:06,4,41.18000031,West Asia
ON_HOLD,3/19/2017 5:31,3/23/2017 5:31,4,76.94000244,Central America
COMPLETE,10/5/2017 12:36,10/7/2017 12:36,1,7.349999905,Northern Europe
PENDING,3/19/2017 10:25,3/22/2017 10:25,4,-265.9899902,Caribbean
PENDING_PAYMENT,1/6/2018 7:02,1/8/2018 7:02,1,118.8600006,Oceania
CLOSED,12/1/2017 7:05,12/5/2017 7:05,4,-115.2099991,Southeast Asia
ON_HOLD,5/3/2016 10:10,5/9/2016 10:10,4,78.19999695,US Center 
ON_HOLD,12/21/2015 13:31,12/27/2015 13:31,4,-20.87999916,Eastern Asia
PENDING,7/12/2016 2:43,7/17/2016 2:43,2,6.300000191,US Center 
PENDING_PAYMENT,7/12/2016 19:11,7/14/2016 19:11,1,-7.570000172,US Center 
CLOSED,3/6/2016 1:51,3/8/2016 1:51,1,10.75,Oceania
CLOSED,8/16/2016 6:21,8/19/2016 6:21,4,94.62999725,East of USA
PROCESSING,11/14/2015 21:27,11/16/2015 21:27,1,42.40000153,Oceania
COMPLETE,2/1/2016 4:42,2/4/2016 4:42,2,36.24000168,South Asia
PROCESSING,3/11/2016 21:17,3/13/2016 21:17,2,22.04000092,Southeast Asia
CLOSED,9/21/2016 17:30,9/27/2016 17:30,4,89.18000031,West Asia
COMPLETE,2/9/2017 22:23,2/13/2017 22:23,4,48.97999954,Central America
PENDING,9/5/2017 17:12,9/8/2017 17:12,2,19.60000038,Western Europe
COMPLETE,6/28/2015 21:07,6/30/2015 21:07,1,26.39999962,Northern Europe
PROCESSING,7/15/2015 10:45,7/21/2015 10:45,4,11.76000023,Western Europe
PENDING_PAYMENT,5/5/2017 16:08,5/9/2017 16:08,4,-161.6999969,Central America
CLOSED,4/22/2016 21:55,4/28/2016 21:55,4,70.20999908,West of USA 
ON_HOLD,11/8/2016 14:59,11/10/2016 14:59,1,-21.45999908,Canada
CLOSED,7/13/2017 23:34,7/15/2017 23:34,1,59.47000122,Western Europe
CLOSED,9/28/2017 19:47,9/30/2017 19:47,1,21.82999992,Western Europe
COMPLETE,7/17/2016 0:05,7/22/2016 0:05,2,0.0,South of  USA 
PENDING_PAYMENT,7/12/2017 20:15,7/14/2017 20:15,1,164.6300049,Western Europe
COMPLETE,3/11/2017 23:45,3/14/2017 23:45,4,10.65999985,Central America
PENDING_PAYMENT,8/9/2017 18:48,8/12/2017 18:48,4,9.100000381,Northern Europe
COMPLETE,10/29/2016 2:02,11/3/2016 2:02,4,79.91999817,South Asia
ON_HOLD,7/14/2017 17:05,7/16/2017 17:05,1,31.12000084,Western Europe
PROCESSING,3/16/2015 15:39,3/22/2015 15:39,2,20.92000008,South America
COMPLETE,8/2/2015 4:25,8/8/2015 4:25,2,50.68000031,Western Europe
CLOSED,7/13/2016 18:39,7/17/2016 18:39,4,17.63999939,West of USA 
COMPLETE,7/24/2016 16:01,7/29/2016 16:01,4,42.31000137,East of USA
PENDING,3/19/2016 14:37,3/25/2016 14:37,4,18.97999954,Oceania
PROCESSING,10/5/2017 16:48,10/7/2017 16:48,2,1.929999948,Western Europe
PROCESSING,3/16/2017 2:33,3/21/2017 2:33,2,174.8300018,Central America
CLOSED,10/26/2016 13:05,11/1/2016 13:05,4,-9.050000191,West Asia
COMPLETE,5/30/2017 11:01,6/1/2017 11:01,4,70.48999786,Caribbean
PENDING_PAYMENT,6/17/2016 11:20,6/19/2016 11:20,4,6.130000114,East of USA
PENDING_PAYMENT,3/13/2016 14:58,3/15/2016 14:58,1,26.59000015,Southeast Asia
PENDING_PAYMENT,1/11/2017 14:54,1/17/2017 14:54,4,143.9900055,West Asia
PROCESSING,2/9/2016 1:53,2/12/2016 1:53,4,23.75,Oceania
COMPLETE,5/2/2017 17:22,5/4/2017 17:22,2,-29.29999924,Central America
PENDING_PAYMENT,8/13/2016 4:04,8/19/2016 4:04,4,157.9100037,West of USA 
COMPLETE,2/21/2015 11:39,2/25/2015 11:39,2,-63.75,Central America
COMPLETE,3/5/2016 7:16,3/11/2016 7:16,4,132.5899963,Eastern Asia
PENDING_PAYMENT,5/3/2016 15:04,5/8/2016 15:04,4,2.789999962,West of USA 
PROCESSING,1/20/2017 20:19,1/23/2017 20:19,4,54.0,Central America
PROCESSING,2/23/2016 2:55,2/28/2016 2:55,4,107.9800034,South Asia
CLOSED,4/3/2015 7:13,4/8/2015 7:13,2,18.75,Central America
PENDING,8/20/2016 3:53,8/22/2016 3:53,1,72.0,West of USA 
COMPLETE,8/4/2017 21:05,8/6/2017 21:05,4,58.20000076,Western Europe
PROCESSING,4/2/2016 3:44,4/4/2016 3:44,1,26.39999962,US Center 
COMPLETE,5/10/2017 5:27,5/16/2017 5:27,4,9.550000191,Central America
COMPLETE,4/17/2017 17:55,4/23/2017 17:55,2,-318.480011,Caribbean
SUSPECTED_FRAUD,9/6/2015 1:03,9/6/2015 13:03,0,-112.5,Southern Europe
PROCESSING,2/28/2016 16:45,3/1/2016 16:45,4,32.02999878,Eastern Asia
PROCESSING,8/5/2017 16:43,8/8/2017 16:43,4,56.25,Southern Europe
COMPLETE,7/9/2015 13:13,7/11/2015 13:13,2,111.3499985,Western Europe
COMPLETE,11/3/2015 19:11,11/7/2015 19:11,4,26.5,South Asia
COMPLETE,5/20/2015 5:35,5/25/2015 5:35,4,-68.25,Central America
CLOSED,12/11/2016 19:40,12/13/2016 19:40,1,63.0,West Asia
PENDING,11/25/2015 19:09,12/1/2015 19:09,4,66.23000336,Eastern Asia
COMPLETE,8/15/2015 8:26,8/18/2015 8:26,4,49.20000076,Southern Europe
PROCESSING,4/16/2015 15:47,4/21/2015 15:47,2,17.5,Central America
CLOSED,10/24/2015 16:03,10/29/2015 16:03,4,7.429999828,Oceania
COMPLETE,3/30/2015 11:05,4/1/2015 11:05,4,-30.55999947,South America
COMPLETE,4/24/2015 23:29,4/26/2015 23:29,1,18.43000031,Caribbean
COMPLETE,2/25/2016 12:22,2/29/2016 12:22,4,61.50999832,Oceania
CLOSED,6/21/2016 2:13,6/26/2016 2:13,4,27.0,East of USA
COMPLETE,6/18/2017 13:16,6/23/2017 13:16,4,50.70999908,Western Europe
SUSPECTED_FRAUD,1/2/2017 22:26,1/3/2017 10:26,0,11.47000027,West Africa
CLOSED,3/2/2016 3:57,3/8/2016 3:57,2,92.79000092,Oceania
PENDING,9/8/2016 21:33,9/10/2016 21:33,4,-2.269999981,Central Africa
PROCESSING,9/4/2015 10:31,9/8/2015 10:31,4,8.090000153,Southern Europe
PENDING,1/16/2017 23:28,1/19/2017 23:28,4,62.63000107,West Africa
COMPLETE,12/19/2015 18:25,12/22/2015 18:25,4,3.579999924,Oceania
CLOSED,3/24/2016 22:08,3/29/2016 22:08,4,88.0,Oceania
PROCESSING,7/3/2015 16:44,7/9/2015 16:44,4,41.27999878,Western Europe
PENDING,12/18/2015 4:35,12/23/2015 4:35,2,29.12000084,South Asia
PENDING,1/15/2015 4:32,1/19/2015 4:32,4,-1.289999962,Caribbean
CLOSED,4/19/2017 17:34,4/21/2017 17:34,1,116.9899979,Central America
COMPLETE,8/21/2016 17:43,8/22/2016 5:43,0,52.40999985,US Center 
ON_HOLD,12/6/2016 12:51,12/10/2016 12:51,4,13.86999989,West Asia
PROCESSING,6/1/2016 8:33,6/4/2016 8:33,4,-196.7899933,West of USA 
CANCELED,5/24/2017 14:11,5/29/2017 14:11,2,43.02999878,Caribbean
PENDING_PAYMENT,1/30/2016 8:33,2/1/2016 8:33,2,174.7100067,Southeast Asia
PROCESSING,7/17/2015 23:43,7/22/2015 23:43,4,66.23000336,Northern Europe
COMPLETE,4/16/2016 11:46,4/18/2016 11:46,1,51.43000031,East of USA
PENDING,12/3/2015 7:35,12/3/2015 19:35,0,-66.12999725,South Asia
COMPLETE,12/22/2016 23:20,12/24/2016 23:20,1,74.0,West Asia
CLOSED,12/2/2016 18:48,12/4/2016 18:48,4,11.52000046,Canada
COMPLETE,6/8/2017 2:47,6/13/2017 2:47,4,85.48999786,Central America
PROCESSING,12/9/2017 12:41,12/12/2017 12:41,4,17.28000069,South Asia
ON_HOLD,4/25/2016 8:26,4/28/2016 8:26,4,36.18000031,West of USA 
COMPLETE,9/30/2017 9:37,10/4/2017 9:37,4,43.68000031,Northern Europe
PROCESSING,11/29/2016 8:50,12/2/2016 8:50,4,44.0,South Asia
PENDING_PAYMENT,6/19/2015 12:33,6/24/2015 12:33,4,10.61999989,Western Europe
PENDING_PAYMENT,7/11/2017 16:55,7/13/2017 16:55,1,16.02000046,Western Europe
CLOSED,3/9/2015 17:56,3/12/2015 17:56,4,15.86999989,Central America
COMPLETE,8/8/2015 16:41,8/10/2015 16:41,2,56.0,Northern Europe
CLOSED,4/3/2015 21:14,4/5/2015 21:14,1,58.59999847,Central America
CLOSED,6/20/2015 20:25,6/26/2015 20:25,4,3.130000114,Western Europe
COMPLETE,1/15/2015 7:20,1/17/2015 7:20,4,-482.3599854,Central America
CLOSED,6/4/2015 3:17,6/6/2015 3:17,1,192.6799927,Western Europe
CLOSED,3/26/2016 2:10,3/31/2016 2:10,4,57.59999847,Oceania
CLOSED,6/2/2017 8:02,6/6/2017 8:02,4,-9.75,Central America
COMPLETE,10/8/2016 13:27,10/10/2016 13:27,1,122.9800034,North Africa
CLOSED,2/23/2017 17:28,2/27/2017 17:28,2,27.34000015,South America
CLOSED,10/24/2016 9:56,10/29/2016 9:56,4,84.87999725,West Africa
ON_HOLD,8/4/2017 9:32,8/8/2017 9:32,4,-2.700000048,Southern Europe
PROCESSING,1/2/2016 5:26,1/7/2016 5:26,4,-95.94000244,Southeast Asia
ON_HOLD,11/16/2015 3:13,11/20/2015 3:13,4,49.27999878,Southeast Asia
COMPLETE,8/16/2016 8:27,8/20/2016 8:27,4,30.79999924,West of USA 
CLOSED,9/3/2016 17:32,9/4/2016 5:32,0,8.840000153,North Africa
PROCESSING,9/26/2015 7:19,9/28/2015 7:19,2,36.77000046,Western Europe
COMPLETE,3/14/2016 11:59,3/20/2016 11:59,4,65.33000183,Oceania
COMPLETE,10/19/2017 15:23,10/21/2017 15:23,4,44.63999939,Western Europe
COMPLETE,6/23/2017 19:45,6/29/2017 19:45,2,121.4300003,Western Europe
PROCESSING,7/5/2015 3:25,7/10/2015 3:25,4,116.3300018,Western Europe
COMPLETE,9/26/2015 4:31,9/26/2015 16:31,0,68.98000336,Southern Europe
PENDING_PAYMENT,12/10/2016 18:06,12/13/2016 18:06,4,39.06000137,Central Africa
SUSPECTED_FRAUD,7/25/2015 3:02,7/25/2015 15:02,0,7.199999809,Western Europe
COMPLETE,8/13/2017 16:21,8/15/2017 16:21,1,15.43999958,Western Europe
CLOSED,7/11/2015 13:34,7/16/2015 13:34,2,40.5,Western Europe
PENDING_PAYMENT,6/6/2017 4:53,6/6/2017 16:53,0,91.25,South America
COMPLETE,6/19/2017 5:02,6/24/2017 5:02,4,69.83999634,Northern Europe
PENDING_PAYMENT,7/25/2017 8:51,7/27/2017 8:51,1,38.18000031,Western Europe
PENDING,5/20/2015 10:08,5/23/2015 10:08,4,34.65000153,South America
PENDING_PAYMENT,2/22/2016 22:00,2/28/2016 22:00,2,97.44000244,Southeast Asia
PENDING_PAYMENT,4/15/2017 0:24,4/19/2017 0:24,4,115.0,Caribbean
ON_HOLD,8/22/2016 7:23,8/24/2016 7:23,2,89.41999817,West of USA 
PENDING_PAYMENT,7/11/2017 19:22,7/14/2017 19:22,4,113.9800034,Western Europe
PROCESSING,3/13/2015 2:10,3/15/2015 2:10,4,28.95000076,South America
PROCESSING,11/4/2017 13:36,11/7/2017 13:36,2,134.9799957,Western Europe
CLOSED,1/18/2017 11:33,1/24/2017 11:33,4,-42.59999847,West Asia
PROCESSING,2/2/2017 15:13,2/4/2017 15:13,1,51.45000076,Central America
PENDING_PAYMENT,9/22/2016 9:37,9/24/2016 9:37,1,10.86999989,North Africa
CLOSED,2/25/2016 10:16,2/28/2016 10:16,4,28.79000092,South Asia
PENDING,1/13/2016 6:18,1/19/2016 6:18,4,-237.3699951,Southeast Asia
PROCESSING,9/17/2017 12:58,9/20/2017 12:58,2,13.09000015,Southern Europe
PENDING,11/15/2016 21:27,11/17/2016 21:27,1,49.68999863,Central Africa
COMPLETE,4/19/2015 14:33,4/21/2015 14:33,4,71.43000031,Central America
COMPLETE,7/24/2016 22:40,7/26/2016 22:40,1,-9.050000191,West of USA 
PROCESSING,3/26/2017 15:30,3/28/2017 15:30,4,11.02000046,Central America
COMPLETE,11/4/2017 1:42,11/8/2017 1:42,2,68.27999878,Southern Europe
CLOSED,4/4/2017 7:36,4/10/2017 7:36,4,19.12000084,Central America
CLOSED,12/14/2015 22:48,12/17/2015 22:48,2,9.329999924,South Asia
PENDING_PAYMENT,8/17/2016 13:31,8/19/2016 13:31,1,83.66999817,West of USA 
PENDING_PAYMENT,7/22/2015 11:16,7/24/2015 11:16,4,2.609999895,Northern Europe
COMPLETE,5/20/2017 4:44,5/24/2017 4:44,2,-129.1300049,South America
COMPLETE,9/21/2017 18:55,9/25/2017 18:55,4,61.59999847,Western Europe
CLOSED,11/16/2017 22:42,11/18/2017 22:42,1,179.75,Oceania
COMPLETE,7/5/2016 2:12,7/9/2016 2:12,4,99.88999939,East of USA
PENDING,8/25/2016 6:09,8/27/2016 6:09,1,18.77000046,US Center 
PENDING,2/11/2015 10:16,2/13/2015 10:16,1,56.33000183,Central America
PENDING,3/21/2017 7:16,3/27/2017 7:16,4,-54.68999863,Central America
PENDING,9/16/2016 9:17,9/21/2016 9:17,2,46.50999832,West Asia
PENDING,1/13/2018 8:36,1/17/2018 8:36,2,21.76000023,Southeast Asia
PENDING,5/20/2017 5:47,5/22/2017 5:47,2,20.36000061,Caribbean
COMPLETE,11/2/2016 5:11,11/4/2016 5:11,1,13.93999958,Southern Africa
COMPLETE,1/23/2015 4:10,1/29/2015 4:10,2,7.840000153,Central America
COMPLETE,1/16/2016 8:13,1/18/2016 8:13,2,8.770000458,Southeast Asia
COMPLETE,7/17/2015 9:00,7/20/2015 9:00,2,30.48999977,Western Europe
PROCESSING,11/12/2016 4:28,11/18/2016 4:28,4,-307.1799927,West Asia
PENDING_PAYMENT,2/18/2017 22:12,2/23/2017 22:12,4,54.59999847,Central America
ON_HOLD,3/21/2015 13:43,3/24/2015 13:43,4,5.510000229,Central America
CLOSED,2/4/2015 12:12,2/10/2015 12:12,2,64.73999786,Central America
COMPLETE,11/16/2015 22:51,11/17/2015 10:51,0,12.35000038,Oceania
ON_HOLD,2/15/2017 6:58,2/17/2017 6:58,1,67.19000244,Central America
ON_HOLD,11/3/2016 21:49,11/7/2016 21:49,2,0.0,North Africa
PROCESSING,5/29/2016 6:38,5/31/2016 6:38,4,8.289999962,West of USA 
PENDING,3/28/2017 21:48,3/30/2017 21:48,4,4.239999771,Central America
COMPLETE,1/23/2016 8:02,1/29/2016 8:02,4,-18.55999947,Southeast Asia
PENDING_PAYMENT,6/24/2017 1:21,6/26/2017 1:21,1,25.87000084,Western Europe
PENDING,2/3/2015 12:44,2/7/2015 12:44,4,45.11000061,Central America
COMPLETE,10/26/2016 3:58,10/31/2016 3:58,2,4.349999905,Central Asia
COMPLETE,9/24/2015 18:53,9/27/2015 18:53,4,-56.43000031,Western Europe
PROCESSING,5/19/2016 8:24,5/21/2016 8:24,4,33.06000137,West of USA 
PENDING,8/19/2015 4:13,8/24/2015 4:13,2,74.36000061,Southern Europe
COMPLETE,7/2/2017 20:16,7/6/2017 20:16,2,57.93999863,Western Europe
PENDING_PAYMENT,5/6/2017 7:54,5/10/2017 7:54,4,19.65999985,Central America
PENDING_PAYMENT,5/31/2015 16:15,6/4/2015 16:15,4,63.34999847,Western Europe
SUSPECTED_FRAUD,11/2/2016 4:08,11/7/2016 4:08,4,-195.6000061,Central Africa
COMPLETE,3/21/2016 20:55,3/27/2016 20:55,4,33.47999954,Oceania
COMPLETE,10/13/2016 20:59,10/16/2016 20:59,4,47.50999832,West Asia
PROCESSING,5/8/2015 19:58,5/12/2015 19:58,4,161.2700043,South America
PROCESSING,1/10/2016 11:23,1/15/2016 11:23,4,61.59999847,Oceania
PROCESSING,12/30/2015 18:14,12/31/2015 6:14,0,6.650000095,Oceania
COMPLETE,2/17/2017 10:49,2/21/2017 10:49,4,10.86999989,South America
COMPLETE,9/16/2016 22:57,9/18/2016 22:57,1,20.25,North Africa
PENDING_PAYMENT,8/10/2017 7:46,8/15/2017 7:46,2,174.6999969,Western Europe
PROCESSING,9/22/2015 1:43,9/24/2015 1:43,4,13.22000027,Western Europe
PROCESSING,8/21/2017 10:44,8/23/2017 10:44,4,7.300000191,Western Europe
PROCESSING,10/20/2016 16:35,10/25/2016 16:35,4,57.3199997,West Asia
COMPLETE,1/9/2015 17:51,1/10/2015 5:51,0,77.75,Caribbean
COMPLETE,5/13/2016 7:00,5/15/2016 7:00,1,22.5,East of USA
PENDING,10/16/2016 21:09,10/20/2016 21:09,4,-94.33000183,Central Asia
COMPLETE,5/27/2017 18:55,5/31/2017 18:55,2,-227.9100037,Central America
ON_HOLD,7/5/2016 10:15,7/7/2016 10:15,4,18.37999916,South of  USA 
CLOSED,1/21/2016 2:47,1/25/2016 2:47,2,178.5500031,Southeast Asia
COMPLETE,2/13/2015 7:07,2/15/2015 7:07,1,39.88999939,Caribbean
PENDING_PAYMENT,1/21/2018 10:00,1/27/2018 10:00,4,16.21999931,Oceania
PENDING_PAYMENT,3/15/2016 4:06,3/17/2016 4:06,4,59.81000137,South Asia
PENDING_PAYMENT,7/22/2017 5:31,7/22/2017 17:31,0,33.65999985,Western Europe
PROCESSING,8/18/2016 4:35,8/23/2016 4:35,4,14.52999973,US Center 
CLOSED,5/7/2017 15:26,5/11/2017 15:26,4,24.38999939,Central America
PENDING,4/11/2016 7:45,4/13/2016 7:45,4,-88.38999939,West of USA 
COMPLETE,8/31/2017 11:46,9/5/2017 11:46,4,80.08000183,Western Europe
PENDING_PAYMENT,7/20/2015 4:16,7/25/2015 4:16,4,17.42000008,Western Europe
COMPLETE,10/13/2015 23:14,10/15/2015 23:14,4,58.79999924,Western Europe
COMPLETE,3/4/2016 11:18,3/8/2016 11:18,4,62.40000153,Southeast Asia
COMPLETE,6/7/2017 13:28,6/9/2017 13:28,4,47.25,South America
PENDING_PAYMENT,4/8/2015 18:57,4/14/2015 18:57,4,-26.0,South America
COMPLETE,12/27/2015 8:57,12/31/2015 8:57,4,110.3899994,Southeast Asia
COMPLETE,2/8/2015 16:03,2/14/2015 16:03,4,101.3799973,Central America
PENDING,9/3/2017 13:41,9/9/2017 13:41,4,33.74000168,Southern Europe
PENDING,4/14/2015 0:43,4/19/2015 0:43,4,33.99000168,South America
CLOSED,7/13/2016 9:33,7/16/2016 9:33,4,93.08000183,East of USA
COMPLETE,9/20/2017 16:18,9/23/2017 16:18,2,75.65000153,Western Europe
ON_HOLD,11/24/2016 18:49,11/28/2016 18:49,4,-49.20000076,Eastern Europe
COMPLETE,7/20/2015 10:55,7/24/2015 10:55,2,168.9499969,Northern Europe
PENDING,5/28/2016 19:25,6/2/2016 19:25,4,122.1800003,West of USA 
COMPLETE,8/23/2015 21:44,8/27/2015 21:44,4,57.95999908,Southern Europe
COMPLETE,3/1/2016 18:50,3/3/2016 18:50,1,-92.01999664,South Asia
CLOSED,9/14/2017 19:48,9/16/2017 19:48,4,46.5,Northern Europe
CLOSED,4/16/2015 1:46,4/21/2015 1:46,4,14.17000008,Central America
PROCESSING,11/23/2017 14:27,11/25/2017 14:27,4,-316.2799988,South Asia
COMPLETE,2/28/2015 13:13,3/3/2015 13:13,2,47.5,Central America
PENDING,8/10/2016 23:10,8/15/2016 23:10,4,54.13999939,US Center 
CLOSED,8/30/2015 4:44,9/4/2015 4:44,4,13.5699997,Northern Europe
COMPLETE,1/23/2017 15:56,1/29/2017 15:56,4,10.81000042,South America
SUSPECTED_FRAUD,7/30/2015 21:25,8/3/2015 21:25,2,11.15999985,Western Europe
PROCESSING,6/25/2016 17:38,6/28/2016 17:38,4,-3.059999943,East of USA
ON_HOLD,8/4/2017 21:47,8/6/2017 21:47,1,39.68000031,Western Europe
PROCESSING,7/11/2016 0:05,7/15/2016 0:05,4,-333.2000122,West of USA 
PENDING_PAYMENT,3/20/2016 12:41,3/24/2016 12:41,4,28.72999954,Oceania
SUSPECTED_FRAUD,9/15/2015 11:01,9/15/2015 23:01,0,47.84000015,Western Europe
CLOSED,9/24/2015 19:56,9/30/2015 19:56,4,-12.61999989,Western Europe
COMPLETE,9/14/2015 4:53,9/17/2015 4:53,2,14.69999981,Western Europe
CLOSED,11/14/2016 5:52,11/16/2016 5:52,4,51.25999832,North Africa
CLOSED,12/30/2016 3:42,1/1/2017 3:42,4,13.11999989,West Asia
PENDING_PAYMENT,1/30/2017 18:12,2/1/2017 18:12,4,76.48999786,South America
COMPLETE,7/29/2016 15:29,8/4/2016 15:29,2,44.0,East of USA
SUSPECTED_FRAUD,9/8/2015 16:28,9/13/2015 16:28,4,16.12000084,Southern Europe
PENDING_PAYMENT,9/16/2015 14:42,9/18/2015 14:42,1,20.82999992,Western Europe
COMPLETE,2/10/2015 8:42,2/12/2015 8:42,2,47.52000046,Central America
PENDING,8/28/2016 16:08,8/31/2016 16:08,2,29.10000038,North Africa
PENDING_PAYMENT,12/6/2015 16:52,12/9/2015 16:52,4,62.34000015,Oceania
COMPLETE,11/2/2015 0:05,11/8/2015 0:05,4,173.8699951,Southeast Asia
PENDING_PAYMENT,11/27/2015 18:06,12/2/2015 18:06,4,31.18000031,South Asia
PENDING_PAYMENT,2/20/2015 9:02,2/22/2015 9:02,1,1.419999957,Central America
PROCESSING,4/11/2017 0:45,4/17/2017 0:45,4,50.0,Central America
COMPLETE,8/11/2015 18:57,8/15/2015 18:57,4,128.2899933,Northern Europe
COMPLETE,4/30/2015 1:24,5/3/2015 1:24,4,0.0,Central America
COMPLETE,7/19/2015 10:03,7/21/2015 10:03,1,45.18999863,Northern Europe
PENDING_PAYMENT,9/12/2016 12:05,9/16/2016 12:05,2,143.9900055,Eastern Europe
PENDING,10/3/2017 2:47,10/8/2017 2:47,4,1.350000024,Southern Europe
PROCESSING,4/1/2017 7:05,4/5/2017 7:05,2,-136.7799988,Caribbean
COMPLETE,9/16/2015 14:00,9/18/2015 14:00,1,1.50999999,Western Europe
COMPLETE,3/22/2017 12:00,3/25/2017 12:00,4,-65.02999878,South America
COMPLETE,5/21/2015 2:36,5/26/2015 2:36,4,47.5,Central America
